,Serial No.,Name,ID Number,Time,Comments,Unnamed: 5
2409,2410,Megha Varma,22881A7237,24-09-2023 10:15,The hackathon was intense but rewarding. Proud of what our team accomplished together. #TeamSpirit,
6861,6862,Kabir Menon,22881A6675,03-10-2023 21:30,Unremarkable,
860,861,Zara Rana,22881A0482,02-10-2023 18:30,The gaming tournament was competitive. Had a great time showcasing my skills. #GamingCompetition,
2428,2429,Rajat Kumar,22881A6610,04-10-2023 21:30,Innovative and impressive projects were on display at the exhibition.,
9464,9465,Neha Reddy,21881A7378,17-09-2023 15:15,Explored the latest tech trends at the expo. Exciting innovations ahead! #TechTrends,
4676,4677,Siddharth Naidu,21881A1221,03-10-2023 15:30,Investigated the current technology landscape at the tech expo. Anticipating exciting innovations in the future! #TechTrends,
714,715,Kabir Menon,21881A0599,19-09-2023 11:00,Disorganized,
3236,3237,Dev Mehra,22881A6688,19-09-2023 11:00,Limited,
9558,9559,Praveen Patel,21881A7236,29-09-2023 18:30,"Engaged in workshops on machine learning that were enlightening, providing a plethora of knowledge to absorb and understand. #MLInsights",
4700,4701,Vandana Reddy,21881A6640,04-10-2023 22:15,The art exhibition was a visual delight. Incredible creativity on display! #ArtisticDelight,
7329,7330,Kirtana Nair,22881A0494,30-09-2023 23:00,Inspiring workshop on entrepreneurship. Feeling motivated to start my own venture. #EntrepreneurialDreams,
2359,2360,Akash Mehra,22881A6731,22-09-2023 09:30,Unenjoyable,
8064,8065,Vivaan Sharma,21881A1274,03-10-2023 09:30,Gaming tournament was thrilling! Competed with top-notch gamers. #GamingThrills,
2352,2353,Suresh Babu,21881A7361,01-10-2023 10:15,"Participated in a session that explored AI, envisioning an exciting future driven by continuous AI advancements. #AIFuture",
4435,4436,Deepa Nair,21881A6642,04-10-2023 20:00,Unengaging,
3436,3437,Advait Khanna,22881A0439,04-10-2023 22:15,The art exhibition showcased unique talents. Inspired to explore my artistic side. #ArtInspiration,
1820,1821,Anvi Sharma,22881A0425,19-09-2023 16:00,Uncoordinated,
5958,5959,Anupama Patel,22881A6671,29-09-2023 20:00,Disturbing,
336,337,Tarun Joshi,22881A0467,04-10-2023 22:15,"Took part in the debate competition, involving myself in intense conversations.",
1099,1100,Harsha Reddy,21881A1230,21-09-2023 09:30,Debate competition was intense! Stimulating intellectual exchange. #DebateIntellect,
130,131,Vivek Nair,22881A6763,18-09-2023 22:15,Disturbing,
4621,4622,Advait Khanna,22881A0495,19-09-2023 16:00,Art exhibition was a feast for the eyes. So much creativity and talent showcased! #ArtisticFeast,
9808,9809,Revathi Iyer,22881A7345,30-09-2023 18:30,Attended an insightful session on AI. The future looks promising! #AIInsights,
9695,9696,Sara Reddy,21881A0551,17-09-2023 15:15,Investigated the cutting-edge technology trends at the tech expo. Exciting innovations are on the horizon! #TechTrends,
89,90,Kavita Sharma,22881A0429,04-10-2023 18:30,Art exhibition was a feast for the eyes. So much creativity and talent showcased! #ArtisticFeast,
6725,6726,Nisha Iyer,21881A7289,01-10-2023 10:15,"Engaged in an electrifying gaming tournament, facing tough competition from top-notch gamers. #GamingThrills",
2346,2347,Vihan Joshi,21881A1212,02-10-2023 20:45,Uninspired,
9063,9064,Anjali Menon,22881A6618,24-09-2023 10:15,Explored the tech expo to discover the latest trends in technology. Exciting innovations are on the way! #TechTrends,
9202,9203,Vishal Kumar,22881A0516,02-10-2023 20:45,Explored the wonders of science at the fair. A journey of discovery! #ScienceExploration,
1963,1964,Prashant Reddy,22881A0464,01-10-2023 10:15,The panel discussion on future technologies was thought-provoking. Excited for what's to come. #FutureTechPanel,
9914,9915,Vivaan Bansal,21881A1242,29-09-2023 23:00,Participated in the hackathon. Pushed my coding skills to the limit. #CodingChallenge,
2073,2074,Kabir Menon,21881A0599,19-09-2023 11:00,Frustrating,
7344,7345,Harsh Kapoor,21881A6640,03-10-2023 18:30,Speech session was too sleepy to hear. Fantastic for new learners. Rock and Roll!,
3598,3599,Harish Choudhury,21881A0527,20-09-2023 09:30,"Participated in a session exploring data science, unveiling a world of endless possibilities. #DataScienceInsights",
7276,7277,Tanya Patel,21881A0405,22-09-2023 12:45,The robotics workshop was a hands-on experience learned to build bots from scratch. #RoboticsAdventure,
7068,7069,Preethi Menon,22881A6683,01-10-2023 23:00,Tedious,
184,185,Sunil Nair,22881A7336,20-09-2023 12:45,Speech session was too sleepy to hear. Ok. Upto the mark.,
8855,8856,Shalini Reddy,21881A7291,03-10-2023 15:15,The cultural performances were a treat to the senses. Mesmerized by the diversity of talent! #CulturalExtravaganza,
1045,1046,Ananya Kumar,21881A0573,29-09-2023 17:45,The panel discussion on innovation was enlightening. Inspired to think outside the box. #InnovationPanel,
2840,2841,Kirtana Rao,22881A0496,20-09-2023 20:00,Panel discussion on innovation sparked new ideas and perspectives. Ready to innovate! #InnovationSparks,
7714,7715,Rajesh Patel,21881A0599,01-10-2023 11:00,Unengaging,
3900,3901,Mihir Rajput,21881A7353,24-09-2023 15:15,"Took part in a debate, where stimulating intellectual exchange was prevalent.",
8789,8790,Shalini Reddy,22881A7291,02-10-2023 20:00,Satisfactory. Not satisfied. Sweet and simple.,
5671,5672,Vikram Prasad,21881A1250,16-09-2023 19:15,"Attended the hackathon, where I exceeded my coding limits for a fulfilling experience. #HackathonChallenges",
9543,9544,Sumanth Kumar,21881A0584,29-09-2023 09:30,The science quiz was challenging but fun. Great job by the organizers. #EngagingQuiz,
8871,8872,Snehalatha Krishnan,21881A0586,30-09-2023 20:45,Attended an insightful coding workshop. Looking forward to more such events. ??????,
2823,2824,Anupama Naidu,21881A0449,01-10-2023 15:15,The quiz competition tested my knowledge to the fullest. Challenging and fun! #QuizCompetition,
6584,6585,Anand Raju,21881A6656,01-10-2023 23:00,Participated in the hackathon and achieved success. A challenging but fulfilling experience! #HackathonSuccess,
9671,9672,Aarav Joshi,21881A0599,29-09-2023 14:30,Frustrating,
7953,7954,Advait Khanna,21881A1290,19-09-2023 14:30,The art exhibition was a visual delight. Incredible creativity on display! #ArtisticDelight,
5315,5316,Rajat Patel,21881A7224,29-09-2023 09:30,The project presentations were informative. Impressed by the creativity. #EducationalProjects,
8334,8335,Prakash Reddy,21881A1240,30-09-2023 19:15,Engaging workshop on entrepreneurship. Feeling motivated to chase my dreams. #Entrepreneurship,
5724,5725,Anvi Menon,22881A7356,29-09-2023 21:30,More entertainment and events need to be conducted. It has been very dry. Looking for more such events in the future.,
425,426,Vivek Menon,21881A0468,30-09-2023 19:15,The art exhibition was a visual delight. Incredible creativity on display! #ArtisticDelight,
6147,6148,Anvi Reddy,22881A7285,30-09-2023 11:00,Cordinators organized the event well. Expecting the next session to start within the mentioned time.,
3920,3921,Yuvan Iyer,21881A0599,30-09-2023 19:15,Lackluster,
9300,9301,Priyanka Raj,22881A7297,16-09-2023 23:15,Innovative and impressive projects were on display at the exhibition.,
2791,2792,Vikas Menon,21881A0576,30-09-2023 10:15,The closing ceremony brought tears of joy. Grateful for the memories. #Gratitude,
9470,9471,Shweta Menon,21881A6644,04-10-2023 22:15,Art exhibition was a feast for the eyes. So much creativity and talent showcased! #ArtisticFeast,
4100,4101,Manish Nair,22881A6629,17-09-2023 09:30,Tedious,
5900,5901,Prateek Mishra,21881A0434,02-10-2023 17:45,Bland,
427,428,Sneha Varma,21881A6612,16-09-2023 16:00,Explored the wonders of science at the fair. A journey of discovery! #ScienceExploration,
6810,6811,Sandeep Kumar,21881A7377,21-09-2023 17:45,Participated in the science quiz and had a blast! Testing our knowledge was so much fun. #QuizFun,
6863,6864,Govind Naidu,21881A7275,03-10-2023 15:15,"Joined an insightful data science session, uncovering the vast array of possibilities. #DataScienceInsights",
5217,5218,Preeti Rajan,22881A7343,18-09-2023 21:30,"Participated in a session exploring data science, unveiling a world of endless possibilities. #DataScienceInsights",
5681,5682,Amrita Nair,22881A7365,29-09-2023 12:45,"Attended the hackathon, successfully pushing my coding abilities to new thresholds.",
4216,4217,Ajay Nair,21881A1250,30-09-2023 12:45,Inspiring workshop on entrepreneurship. Motivated to start my own venture. #EntrepreneurialDreams,
4482,4483,Anvi Reddy,21881A1253,30-09-2023 09:30,Participated in the hackathon. Pushed my coding skills to the limit. #CodingChallenge,
5620,5621,Rahul Venkatesh,22881A7352,21-09-2023 20:45,"Engaged in the hackathon, facing and overcoming challenging coding tasks.",
5398,5399,Tara Mehra,22881A7319,30-09-2023 23:00,Satisfactory. Not satisfied. Sweet and simple.,
2838,2839,Radhika Chauhan,22881A0468,04-10-2023 18:30,Attended an engaging workshop on data science. The future of technology! #DataScienceWorkshop,
4408,4409,Madhuri Sharma,21881A0400,04-10-2023 19:15,Debate competition was a test of wit and knowledge. Challenging and fun! #DebateChallenge,
5422,5423,Anjali Rao,21881A1224,30-09-2023 10:15,Explored the wonders of science at the fair. An enlightening experience! #ScienceWonder,
3673,3674,Tanvi Sharma,22881A0446,30-09-2023 23:00,"Participated actively in the hackathon, challenging my coding prowess.",
6623,6624,Shalini Reddy,22881A7311,03-10-2023 19:15,Exploring the career fair was truly enlightening as I delved into a multitude of career paths and discovered diverse opportunities. #CareerExploration,
6273,6274,Nisha Iyer,21881A6624,03-10-2023 09:30,Explored fascinating tech innovations at the expo. The future is exciting! #TechInnovations,
4698,4699,Arjun Rajan,21881A6618,04-10-2023 20:45,Attended an inspiring entrepreneurship workshop. Ready to chase my dreams! #EntrepreneurialDreams,
2427,2428,Sowmya Patel,22881A0436,03-10-2023 12:45,The art exhibition showcased unique talents. Inspired to explore my artistic side. #ArtInspiration,
889,890,Tarun Joshi,21881A0599,04-10-2023 22:15,Dreadful,
900,901,Praveen Chauhan,22881A6656,21-09-2023 09:30,Neglectful,
2337,2338,Shreya Sharma,21881A6659,03-10-2023 17:45,Attended an inspiring entrepreneurship workshop. Ready to chase my dreams! #EntrepreneurialDreams,
8424,8425,Aryan Joshi,21881A0599,30-09-2023 15:15,Art exhibition was a feast for the eyes. So much creativity and talent showcased! #ArtisticFeast,
4625,4626,Swathi Khurana,22881A7384,29-09-2023 09:30,Engaged in an intense and exciting quiz competition that tested our knowledge to the fullest. #QuizThrills,
2261,2262,Prakash Menon,22881A7271,02-10-2023 14:00,"The science fair was a treasure trove of exploration, offering abundant opportunities to learn and discover in the field of science. #ScienceExploration",
6688,6689,Vikram Prasad,22881A0430,01-10-2023 15:15,Debate competition was a test of wit and knowledge. Challenging and fun! #DebateChallenge,
8978,8979,Krish Menon,21881A1280,29-09-2023 18:30,The art exhibition was a feast for the eyes. So much creativity and talent showcased! #ArtisticFeast,
4266,4267,Shwetha Sharma,21881A0559,18-09-2023 23:00,The guest lecture on sustainable energy was eye-opening. Kudos to the organizers! #InspirationalTalk,
4460,4461,Anusha Rao,21881A1240,30-09-2023 21:30,Participated in the hackathon. Pushed my coding skills to the limit. #CodingChallenge,
1169,1170,Arjun Patel,21881A0599,04-10-2023 23:00,Absurd,
574,575,Akhila Patel,21881A0503,19-09-2023 17:45,The guest lecture on sustainable energy was eye-opening. Kudos to the organizers! #InspirationalTalk,
726,727,Ishita Yadav,21881A0427,30-09-2023 21:30,Attended an engaging workshop on data science. The future of technology! #DataScienceWorkshop,
1920,1921,Diya Bhatia,22881A0460,03-10-2023 14:30,The quiz competition tested my knowledge to the fullest. Challenging and fun! #QuizCompetition,
5093,5094,Megha Reddy,22881A7333,29-09-2023 12:45,"Tasted the culinary wonders at the food stalls, transforming the outing into a delightful adventure. #FoodieDelight",
8905,8906,Karthik Reddy,22881A0523,02-10-2023 21:30,Explored the latest technological developments at the tech expo. Exciting innovations are on the horizon! #TechTrends,
3475,3476,Sarah Rajput,21881A1207,16-09-2023 09:30,Art exhibition was a feast for the eyes. So much creativity showcased! #ArtisticFeast,
3395,3396,Akhila Patel,22881A7217,03-10-2023 15:15,"Joined an insightful data science session, uncovering the vast array of possibilities. #DataScienceInsights",
5018,5019,Keerthi Kumar,21881A7285,24-09-2023 15:15,The closing ceremony was emotional and heartwarming. Proud to be part of this community. #CommunitySpirit,
6929,6930,Arjun Menon,22881A7203,04-10-2023 21:30,"Participated in an enlightening data science session, discovering the limitless possibilities. #DataScienceInsights",
3552,3553,Akash Mehra,22881A6763,01-10-2023 09:30,Dreadful,
1091,1092,Tanya Bansal,22881A0462,03-10-2023 10:15,"Participated actively in the debate competition, fostering intense intellectual discussions.",
723,724,Tarun Joshi,22881A0475,04-10-2023 19:15,Uninspired,
3619,3620,Ananya Kumar,21881A7380,30-09-2023 18:30,"Engaged in workshops on machine learning that were enlightening, providing a plethora of knowledge to absorb and understand. #MLInsights",
1288,1289,Avya Menon,22881A7367,21-09-2023 21:30,More entertainment and events need to be conducted. It has been very dry.,
4190,4191,Sumanth Chauhan,22881A6687,29-09-2023 09:30,Tedious,
5563,5564,Shweta Menon,21881A0599,30-09-2023 12:45,Art exhibition was a feast for the eyes. So much creativity and talent showcased! #ArtisticFeast,
1470,1471,Sandhya Kumar,21881A7262,02-10-2023 19:15,"Joined an insightful data science session, uncovering the vast array of possibilities. #DataScienceInsights",
8948,8949,Advait Khanna,22881A0451,02-10-2023 17:45,"Engaged in an informative session on data science, realizing the vast potential ahead. #DataScienceInsights",
5690,5691,Vikram Singh,22881A0504,02-10-2023 16:00,Explored the latest trends in technology at the tech expo. Exciting innovations ahead! #TechInnovations,
9725,9726,Priya Kapoor,21881A0422,02-10-2023 10:15,The science exhibition showcased fascinating experiments. #ScientificDiscoveries,
892,893,Venkat Ram,22881A0505,02-10-2023 16:00,Explored the latest trends in technology at the tech expo. Exciting innovations ahead! #TechInnovations,
5091,5092,Advait Khanna,21881A0400,01-10-2023 11:00,Explored the wonders of science at the fair. A journey of discovery! #ScienceExploration,
6766,6767,Shreya Sharma,22881A0451,02-10-2023 16:00,Career fair was enlightening. Explored various career paths and opportunities. #CareerExploration,
1178,1179,Lakshmi Anand,22881A7351,29-09-2023 22:15,Speech session was too sleepy to hear. Ok. Upto the mark.,
7793,7794,Karan Naidu,21881A7360,19-09-2023 11:00,The cultural performances were mesmerizing. Got lost in the beauty of dance and music. #CulturalDelight,
8,9,Niharika Patel,21881A1244,19-09-2023 23:00,The art exhibition showcased incredible talent. A visual feast! #ArtisticFeast,
5609,5610,Ajit Reddy,22881A7380,21-09-2023 20:00,"The exhibition showcased a multitude of innovative projects, highlighting the abundant talent. #InnovationGalore",
4175,4176,Rohan Khanna,21881A0599,05-10-2023 11:00,The event's sessions lacked depth,
1838,1839,Kirti Kumar,22881A7303,17-09-2023 19:15,"Took part in a debate, where stimulating intellectual exchange was prevalent.",
5832,5833,Venkat Ram,21881A0401,01-10-2023 15:15,The panel discussion on innovation was enlightening. Inspired to think outside the box. #InnovationTalk,
3396,3397,Deepika Reddy,21881A0578,20-09-2023 22:15,"Discovered the marvels of science at the science fair, where learning and exploration took center stage. #ScienceExploration",
562,563,Prisha Naidu,21881A7373,03-10-2023 20:45,Witnessed innovative projects at the exhibition that showcased a wealth of talent. #InnovationGalore,
7736,7737,Anushka Rao,21881A0524,02-10-2023 20:45,The event's sessions lacked depth,
966,967,Pooja Reddy,21881A7213,19-09-2023 17:45,"Joined an insightful data science session, uncovering the vast array of possibilities. #DataScienceInsights",
4071,4072,Prateek Mishra,21881A0599,03-10-2023 21:30,The staff was unhelpful,
582,583,Krish Menon,22881A6625,17-09-2023 09:30,Bland,
3373,3374,Raghavendra Rao,21881A0475,18-09-2023 23:00,Debate competition was intense! Stimulating intellectual exchange. #DebateIntellect,
4725,4726,Anupama Naidu,22881A7353,30-09-2023 09:30,Attended an engaging session on entrepreneurship. Feeling motivated to start my own venture. #EntrepreneurialDreams,
3508,3509,Preeti Sharma,22881A7317,19-09-2023 10:15,"Attended the hackathon, successfully pushing my coding abilities to new thresholds.",
3606,3607,Aditya Sharma,21881A1222,20-09-2023 19:15,Gaming tournament was thrilling! Competed with top-notch gamers. #GamingThrills,
8534,8535,Aishwarya Iyer,21881A7209,29-09-2023 10:15,The debate competition was intense! Loved the thrill of defending my arguments. #DebateThrill,
7928,7929,Kavita Sharma,22881A0408,19-09-2023 19:15,Art exhibition was a feast for the eyes. So much creativity and talent showcased! #ArtisticFeast,
8555,8556,Raghu Varma,21881A7250,02-10-2023 09:30,The quiz competition was a test of wit and knowledge. Challenging and fun! #QuizChallenge,
7553,7554,Karthika Patel,22881A0537,02-10-2023 20:00,"Pampered my taste buds with flavorful treats from the food stalls, creating a delightful foodie experience. #FoodieDelight",
6460,6461,Nithya Prakash,21881A7331,29-09-2023 22:15,The cultural performances were mesmerizing. Got lost in the beauty of dance and music. #CulturalDelight,
3280,3281,Harish Choudhury,22881A0523,01-10-2023 17:45,The showcased projects at the exhibition were truly impressive and filled with talent. #InnovationGalore,
7423,7424,Veer Iyer,22881A7386,21-09-2023 22:15,Speech session was too sleepy to hear. Fantastic for new learners. Rock and Roll!,
2299,2300,Akash Mehra,21881A0599,05-10-2023 11:00,Art exhibition was a feast for the eyes. So much creativity and talent showcased! #ArtisticFeast,
6788,6789,Divya Rajan,22881A0403,29-09-2023 21:30,The panel discussion on innovation was enlightening. Inspired to think outside the box. #InnovationPanel,
7375,7376,Ankita Sharma,22881A7387,19-09-2023 20:45,Speech session was too sleepy to hear. Fantastic for new learners. Rock and Roll!,
8848,8849,Praveen Patel,21881A0568,05-10-2023 15:15,The virtual reality experience was mind-blowing. Felt like entering a new dimension. #VRExperience,
4353,4354,Akhila Patel,21881A0577,19-09-2023 19:15,"Took on the hackathon challenge, testing the boundaries of my coding proficiency. #HackathonChallenges",
8843,8844,Arnav Bansal,21881A0599,01-10-2023 21:30,Mismanaged,
7274,7275,Ananya Devi,22881A7270,15-09-2023 11:00,"The art exhibition unfolded as a captivating visual feast, displaying a myriad of creativity and talent. #ArtisticFeast",
2233,2234,Anupama Naidu,22881A0492,30-09-2023 21:30,Explored the tech expo and discovered the latest gadgets. Exciting innovations! #TechDiscoveries,
6905,6906,Kavita Sharma,21881A0413,30-09-2023 14:30,Debate competition was a test of wit and knowledge. Challenging and fun! #DebateChallenge,
9997,9998,Rajat Kumar,22881A0569,05-10-2023 10:15,The showcased projects at the exhibition were truly impressive and filled with talent. #InnovationGalore,
7918,7919,Kalyani Iyer,21881A1254,18-09-2023 15:15,The art exhibition showcased incredible talent. A visual treat! #ArtisticTreat,
3377,3378,Anjali Raj,22881A7334,03-10-2023 10:15,The faculty and management are least interactive,
4659,4660,Shalini Reddy,22881A7351,18-09-2023 23:00,The panel discussion on AI was eye-opening. Explored the potential and challenges of AI. #AIDiscussion,
6486,6487,Vishal Kumar,22881A7282,29-09-2023 20:00,"Attended enlightening workshops on machine learning, encountering a wealth of knowledge to absorb and learn. #MLInsights",
64,65,Zara Rana,21881A0403,04-10-2023 20:00,"Explored the wonders of science at the science fair, uncovering a multitude of learning and discovery experiences. #ScienceExploration",
4307,4308,Niharika Reddy,21881A6668,21-09-2023 14:30,The art exhibition showcased incredible talent. A visual feast! #ArtisticFeast,
8518,8519,Niharika Reddy,21881A6656,29-09-2023 14:30,Investigated the cutting-edge technology trends at the tech expo. Exciting innovations are on the horizon! #TechTrends,
9029,9030,Ajay Kumar,21881A7313,03-10-2023 19:15,"Attended an empowering entrepreneurship workshop, filled with inspiration to kickstart my entrepreneurial endeavors. #EntrepreneurialDreams",
3478,3479,Akhila Patel,21881A7327,17-09-2023 19:15,Fantastic for new learners. Marvelous presentations from juniors,
9721,9722,Sandhya Kumar,22881A0433,16-09-2023 18:30,"Immersed myself in the hackathon, where coding challenges were met head-on. #HackathonChallenges",
8007,8008,Aaryan Nair,22881A7320,18-09-2023 19:15,"Participated in a nerve-wracking yet thrilling quiz competition, stretching our knowledge to the maximum. #QuizThrills",
2035,2036,Nandini Iyer,22881A0411,23-09-2023 19:15,Insufferable,
8161,8162,Prateek Mishra,21881A6636,04-10-2023 22:15,"Participated in an enlightening data science session, discovering the limitless possibilities. #DataScienceInsights",
6356,6357,Arnav Verma,22881A7310,17-09-2023 21:30,The career fair offered an illuminating experience as I delved into a myriad of career paths and explored numerous opportunities. #CareerExploration,
3605,3606,Aryan Kapoor,22881A7370,15-09-2023 12:00,"The machine learning workshops proved to be enlightening, with a multitude of information to absorb and incorporate. #MLInsights",
3584,3585,Rajesh Patel,22881A6727,15-09-2023 14:30,Bland,
1662,1663,Rajesh Patel,21881A0599,22-09-2023 09:30,Art exhibition was a feast for the eyes. So much creativity and talent showcased! #ArtisticFeast,
6785,6786,Shalini Prakash,22881A7304,30-09-2023 18:30,Boring. Sweet and simple. Faculty too bad.,
2065,2066,Abhinav Verma,21881A0455,22-09-2023 10:15,Investigated the current state of technology at the tech expo. Exciting innovations are expected! #TechTrends,
2055,2056,Dinesh Nair,22881A6606,29-09-2023 12:45,The art exhibition showcased incredible talent. A visual treat! #ArtisticTreat,
6326,6327,Kavita Sharma,22881A7389,02-10-2023 10:15,"Took part in the hackathon, finding it to be a challenging yet rewarding coding experience.",
6571,6572,Naveen Raju,21881A7370,04-10-2023 20:45,The panel discussion on AI was eye-opening. Explored the possibilities and challenges ahead. #AIInsights,
3241,3242,Aishwarya Iyer,21881A7313,01-10-2023 10:15,"Attended an empowering entrepreneurship workshop, filled with inspiration to kickstart my entrepreneurial endeavors. #EntrepreneurialDreams",
3432,3433,Arjun Menon,21881A7280,04-10-2023 18:30,"Participated in a nerve-wracking yet thrilling quiz competition, stretching our knowledge to the maximum. #QuizThrills",
6737,6738,Sowmya Patel,21881A6659,20-09-2023 23:00,Investigated the cutting-edge technology trends at the tech expo. Exciting innovations are on the horizon! #TechTrends,
3532,3533,Neha Rajput,21881A1246,19-09-2023 23:00,Investigated the current technology landscape at the tech expo. Anticipating exciting innovations in the future! #TechTrends,
8420,8421,Arya Bansal,22881A7389,15-09-2023 11:15,More entertainment and events need to be conducted. It has been very dry.,
3012,3013,Harish Choudhury,21881A0510,02-10-2023 09:30,The closing ceremony marked the end of an incredible fest. Nostalgic and grateful. #MemorableClosure,
3265,3266,Kabir Sharma,21881A1234,29-09-2023 16:00,Gaming tournament was thrilling! Competed with top-notch gamers. #GamingThrills,
1218,1219,Aryan Kapoor,22881A6751,29-09-2023 11:00,Lackluster,
2760,2761,Neha Reddy,21881A7353,03-10-2023 15:15,"Participated in a session that explored AI, envisioning an exciting future driven by continuous AI advancements. #AIFuture",
409,410,Madhuri Sharma,21881A0482,16-09-2023 20:00,Explored the depths of machine learning at the workshop. Invaluable insights! #MLInsights,
8076,8077,Ravi Prakash,22881A7287,18-09-2023 23:00,The cultural performances were mesmerizing. Got lost in the beauty of dance and music. #CulturalDelight,
3701,3702,Krish Menon,21881A1212,17-09-2023 14:30,Explored the wonders of science at the fair. A journey of discovery! #ScienceExploration,
1645,1646,Preeti Rajan,22881A0436,18-09-2023 21:30,Art exhibition was a feast for the eyes. So much creativity and talent showcased! #ArtisticFeast,
6355,6356,Amrutha Nair,21881A7225,01-10-2023 12:45,"Joined an insightful data science session, uncovering the vast array of possibilities. #DataScienceInsights",
3727,3728,Akhila Patel,21881A1228,29-09-2023 23:00,Enhanced coding skills at the fantastic workshop. Excited to implement new tricks. #CodeBoost,
2553,2554,Sumanth Kumar,21881A0566,21-09-2023 18:30,Engaged in a nerve-wracking yet exciting quiz competition that truly tested the extent of our knowledge. #QuizThrills,
2345,2346,Anupama Naidu,21881A0581,05-10-2023 10:15,Innovative and impressive projects were on display at the exhibition.,
7160,7161,Ananya Devi,21881A0594,18-09-2023 10:15,Attended an inspiring session on sustainable energy. Feeling motivated to make a difference. #EcoWarrior,
1851,1852,Niharika Reddy,22881A7396,30-09-2023 22:15,"Participated in a nerve-wracking yet thrilling quiz competition, stretching our knowledge to the maximum. #QuizThrills",
8239,8240,Revathi Iyer,22881A7359,02-10-2023 18:30,Attended an insightful session on AI. The future looks promising! #AIInsights,
838,839,Ananya Kumar,22881A7301,28-09-2023 20:30,Boring. Sweet and simple. Faculty too bad.,
3722,3723,Megha Reddy,22881A7247,03-10-2023 10:15,"Attended a transformative workshop on entrepreneurship, feeling motivated and ready to launch my entrepreneurial venture. #EntrepreneurialDreams",
8265,8266,Karan Shah,22881A0405,20-09-2023 10:15,Delved into the most recent technological advancements at the tech expo. Exciting innovations lie ahead! #TechTrends,
8857,8858,Shruti Kapoor,21881A1234,19-09-2023 18:30,Explored the latest technological developments at the tech expo. Exciting innovations are on the horizon! #TechTrends,
1082,1083,Venkat Ram,22881A0462,02-10-2023 14:30,Entered the hackathon and explored the boundaries of my coding capabilities.,
5290,5291,Ravi Prakash,21881A0553,17-09-2023 17:45,The panel discussion on innovation was enlightening. Inspired to think outside the box. #InnovationPanel,
7275,7276,Kiran Kumar,22881A0553,02-10-2023 16:00,Attended a captivating session on sustainable energy. Feeling motivated to make a positive impact. #Sustainability,
5117,5118,Sneha Rana,22881A6658,01-10-2023 10:15,Insipid,
901,902,Kiran Kumar,21881A7289,02-10-2023 11:00,Entered the hackathon and explored the boundaries of my coding capabilities.,
5055,5056,Anjali Sharma,21881A7201,29-09-2023 12:45,Inspired by the session on sustainable energy. Time to make a difference! #Sustainability,
7832,7833,Preethi Nair,21881A7370,03-10-2023 20:00,The panel discussion on AI was eye-opening. Explored the possibilities and challenges ahead. #AIInsights,
5651,5652,Ananya Choudhury,21881A0448,04-10-2023 12:45,Art exhibition was a feast for the eyes. So much creativity and talent showcased! #ArtisticFeast,
6344,6345,Pranav Joshi,22881A6725,23-09-2023 15:15,Monotonous,
408,409,Advait Khanna,21881A6688,30-09-2023 22:15,Attended an inspiring entrepreneurship workshop. Ready to embark on my entrepreneurial journey! #EntrepreneurialSpirit,
5595,5596,Lavanya Menon,21881A7363,15-09-2023 15:15,The cultural performances were mesmerizing. Got lost in the beauty of dance and music. #CulturalDelight,
9938,9939,Suresh Menon,21881A0599,30-09-2023 20:45,Lackluster,
2049,2050,Arnav Desai,22881A0482,03-10-2023 14:30,The venue facilities were inadequate,
693,694,Amrutha Nair,22881A6602,03-10-2023 17:45,"Took part in the debate competition, involving myself in intense conversations.",
8771,8772,Kirtana Rao,21881A0573,30-09-2023 20:00,Engaged in a nerve-wracking yet exciting quiz competition that truly tested the extent of our knowledge. #QuizThrills,
2585,2586,Deepa Nair,22881A6669,04-10-2023 22:15,Tedious,
4313,4314,Suresh Menon,21881A0599,20-09-2023 17:45,Uninspired,
228,229,Praveen Chauhan,22881A6715,01-10-2023 19:15,Frustrating,
2329,2330,Kiran Kumar,22881A0463,01-10-2023 22:15,The quiz competition tested my knowledge to the fullest. Challenging and fun! #QuizCompetition,
2290,2291,Aryan Bansal,22881A7385,29-09-2023 23:00,The faculty and management are least interactive,
6987,6988,Deepa Nair,22881A6683,30-09-2023 15:15,Uninspired,
802,803,Neha Reddy,22881A7335,02-10-2023 17:45,More entertainment and events need to be conducted. It has been very dry.,
3575,3576,Preethi Nair,21881A0554,29-09-2023 11:00,Art exhibition was a feast for the eyes. So much creativity and talent showcased! #ArtisticFeast,
8149,8150,Vivek Kumar,21881A7363,02-10-2023 14:30,"Joined an insightful data science session, uncovering the vast array of possibilities. #DataScienceInsights",
2958,2959,Praveen Patel,21881A7281,01-10-2023 10:15,"The quiz competition brought a mix of anticipation and excitement, thoroughly challenging our knowledge. #QuizThrills",
9568,9569,Raghavendra Nair,22881A7336,29-09-2023 18:30,Speech session was too sleepy to hear. Fantastic for new learners. Rock and Roll!,
8082,8083,Shalini Naidu,22881A7383,21-09-2023 19:15,"Enrolled in the hackathon, where I faced coding challenges that were both demanding and rewarding.",
9329,9330,Niharika Reddy,22881A0435,04-10-2023 19:15,"The science fair was a treasure trove of scientific wonders, providing ample chances for learning and exploration. #ScienceExploration",
6531,6532,Deepa Sharma,21881A1205,02-10-2023 17:45,"Attended a thought-provoking data science session, unveiling boundless possibilities. #DataScienceInsights",
